firmware_version,release_date,previous_version,days_since_previous_release,patch_size_mb,files_changed,lines_changed,is_hotfix,patch_security,code_churn_score,avg_device_age_days,previous_version_error_rate,error_rate_per_10k,pre_errors,post_errors,delta_errors,post_pre_ratio,tickets,rmas,rma_rate,error_events
10.9.4,2025-12-16,10.9.3,35.0,10.751632946051517,131,2090,False,False,0.09535714285714286,433.41359328631455,3591.4003677628043,2678.561550676346,45,32,-13,0.717391304347826,181,10,0.055248618784530384,51
10.10.0,2026-01-13,10.9.4,28.0,20.824610293422115,227,2982,False,False,0.16675,733.6613932874127,2876.714186386116,2402.1296816528256,24,26,2,1.08,80,2,0.025,39
10.10.1,2026-02-03,10.10.0,21.0,21.23839815158521,327,1855,False,False,0.20766666666666667,727.4084929636296,2964.1558841719784,2877.1135033697465,31,26,-5,0.84375,145,10,0.06896551724137931,59
10.11.0,2026-02-21,10.10.1,18.0,14.994646342102552,290,6223,False,False,0.3178611111111111,232.07757021865064,1694.555297558318,2961.382999758554,13,25,12,1.8571428571428572,101,1,0.009900990099009901,54
10.11.1,2026-03-24,10.11.0,31.0,9.135495909646812,143,3697,False,False,0.13112903225806452,625.3290137615099,270.81711049657974,2085.6539426081276,2,17,15,6.0,83,5,0.060240963855421686,30
10.11.2,2026-04-28,10.11.1,35.0,13.817391348753969,98,2465,True,False,0.08421428571428573,220.1801596702311,3952.9173824895106,3933.595701788568,53,47,-6,0.8888888888888888,271,16,0.05904059040590406,67
10.12.0,2026-06-01,10.11.2,34.0,20.05306489193905,220,6204,False,False,0.20123529411764707,230.93473540340793,1938.9024919941319,2628.0656974853746,17,23,6,1.3333333333333333,79,7,0.08860759493670886,50
10.12.1,2026-06-17,10.12.0,16.0,21.52661042819343,315,7322,False,False,0.3863125,536.2214025486206,1251.2002039799463,2500.2595193155453,10,25,15,2.3636363636363638,117,6,0.05128205128205128,40
10.12.2,2026-07-08,10.12.1,21.0,11.052091137463938,162,2377,False,False,0.1375952380952381,357.30072506778197,2416.801574483114,3208.9118806102983,20,28,8,1.380952380952381,148,3,0.02027027027027027,62
10.12.3,2026-07-28,10.12.2,20.0,13.506906270568608,336,9541,False,False,0.40652499999999997,704.8193086903034,3167.1207880032975,3288.932097933633,31,37,6,1.1875,195,12,0.06153846153846154,66
10.12.4,2026-08-20,10.12.3,23.0,21.16025679699258,171,1099,False,False,0.1093913043478261,148.74642503136582,1976.9494439145337,2296.455413105419,27,20,-7,0.75,91,1,0.01098901098901099,41
10.12.5,2026-09-22,10.12.4,33.0,13.841074084683129,243,2671,False,False,0.16196969696969696,427.6069229342654,3278.5751679393748,3020.896105496021,25,29,4,1.1538461538461537,141,3,0.02127659574468085,59
10.12.6,2026-10-30,10.12.5,38.0,16.12641446401345,362,3750,False,False,0.2303421052631579,696.22421009246,3082.9999385168685,2907.297427461904,23,20,-3,0.875,105,1,0.009523809523809525,63
10.12.7,2026-11-27,10.12.6,28.0,22.520987180761384,594,18296,False,False,0.6237142857142858,686.7150159164734,923.6188125979414,3093.2907879891054,11,22,11,1.9166666666666667,121,6,0.049586776859504134,68
10.12.8,2026-12-15,10.12.7,18.0,8.998470918713343,117,3443,False,False,0.15413888888888888,193.30928085438921,1326.2098943405235,2708.357264874778,7,27,20,3.5,142,2,0.014084507042253521,51
10.12.9,2027-01-08,10.12.8,24.0,17.72477011178143,309,7686,False,False,0.314625,331.9808820636613,2957.5371632797674,3229.0888443073572,25,25,0,1.0,101,5,0.04950495049504951,64
10.12.10,2027-02-17,10.12.9,40.0,9.111581338623006,163,5007,False,False,0.1440875,498.6201240308195,0.0,2425.4391366005284,0,34,34,35.0,203,19,0.09359605911330049,48
10.12.11,2027-03-14,10.12.10,25.0,13.632033926997506,218,2443,False,False,0.15786,195.20062394912543,1850.5443068350112,2793.480301109705,24,17,-7,0.72,73,5,0.0684931506849315,54
10.12.12,2027-04-05,10.12.11,22.0,20.057218177901703,291,6834,False,False,0.3008181818181818,728.8946335501876,569.1687983753282,2855.7908584502143,5,24,19,4.166666666666667,73,1,0.0136986301369863,54
10.12.13,2027-04-27,10.12.12,22.0,14.502083491334517,249,4668,False,True,0.2305909090909091,693.7345569602559,1523.4461985664752,3336.644120180369,11,33,22,2.8333333333333335,134,4,0.029850746268656716,60
10.12.14,2027-05-25,10.12.13,28.0,34.43660296281638,81,2306,False,False,0.08167857142857143,200.18711816274967,1701.1799109707958,2178.8620730575517,17,19,2,1.1111111111111112,64,4,0.0625,40
10.12.15,2027-06-10,10.12.14,16.0,16.385889274199034,302,5692,False,False,0.328875,169.96260443225037,1641.755622092492,2274.095626992772,19,17,-2,0.9,57,5,0.08771929824561403,50
10.12.16,2027-06-29,10.12.15,19.0,12.817432289539303,200,3230,False,False,0.185,146.36959865345509,1447.7387478873914,2765.5775457343248,16,22,6,1.3529411764705883,84,1,0.011904761904761904,39
10.12.17,2027-08-02,10.12.16,34.0,11.301669888571297,157,3989,True,False,0.13716176470588234,690.2328182641766,902.856350371186,3467.913547497921,7,29,22,3.75,91,7,0.07692307692307693,75
10.13.0,2027-08-30,10.12.17,28.0,13.257808014292428,335,9635,False,False,0.33955357142857145,217.79171446500413,4291.911266818686,3078.7192467469636,27,29,2,1.0714285714285714,146,8,0.0547945205479452,65
10.13.1,2027-09-24,10.13.0,25.0,13.587999106393262,158,2104,False,False,0.12108,364.7480528392741,3867.4620041613507,2546.611089104558,30,35,5,1.1612903225806452,112,6,0.05357142857142857,49
10.13.2,2027-10-28,10.13.1,34.0,13.54605774878912,176,3413,False,False,0.13819117647058823,386.241901330322,837.9341797437165,2339.2417468520734,12,23,11,1.8461538461538463,83,7,0.08433734939759036,43
10.13.3,2027-11-14,10.13.2,17.0,13.543612991401597,338,3182,False,False,0.2625882352941177,485.3472891809546,3582.1167513035675,3258.39227316142,35,38,3,1.0833333333333333,124,9,0.07258064516129033,70
10.13.4,2027-12-05,10.13.3,21.0,14.963577796088373,162,100,False,False,0.08338095238095238,137.34532687330048,1600.534509527147,2509.182845497454,13,27,14,2.0,86,7,0.08139534883720931,46
10.14.0,2028-01-01,10.13.4,27.0,18.84106628358207,231,5083,False,False,0.2096296296296296,239.6606874843405,2129.1874733317104,2324.551417977029,17,28,11,1.6111111111111112,106,4,0.03773584905660377,50
10.14.1,2028-01-28,10.14.0,27.0,17.85094227082412,255,6653,False,True,0.2507037037037037,704.7836553664912,1936.7260401030842,3045.813300049129,13,16,3,1.2142857142857142,75,4,0.05333333333333334,69
10.15.0,2028-02-07,10.14.1,10.0,18.631484828437312,358,8098,False,False,0.5839,689.5506707972559,1340.2513587460342,3710.8247491166276,18,35,17,1.894736842105263,206,13,0.06310679611650485,79
10.15.1,2028-02-27,10.15.0,20.0,12.188182842229285,195,100,False,False,0.1,605.6518272877569,2983.852343606147,2767.448737957136,26,34,8,1.2962962962962963,191,7,0.03664921465968586,48
10.15.2,2028-03-21,10.15.1,23.0,11.26501099370804,96,1583,True,False,0.08241304347826088,102.8048221080222,2125.8865305766576,3172.5529855940836,24,28,4,1.16,157,9,0.05732484076433121,55
10.15.3,2028-04-19,10.15.2,29.0,17.925264325997848,221,100,False,False,0.11222413793103447,305.8244672074274,1523.4485767807587,2244.8912015880933,20,31,11,1.5238095238095237,109,3,0.027522935779816515,40
10.15.4,2028-05-16,10.15.3,27.0,15.259840522696207,183,6167,False,False,0.2057037037037037,504.45276532631914,695.4105561995274,2374.4434352015487,5,31,26,5.333333333333333,117,2,0.017094017094017096,51
10.15.5,2028-06-09,10.15.4,24.0,8.079702135025189,118,1078,False,False,0.08145833333333333,271.62553977049396,1106.4049862808795,2492.2069851002675,11,22,11,1.9166666666666667,71,3,0.04225352112676056,59
10.15.6,2028-06-14,10.15.5,5.0,20.067419636477336,344,11199,False,False,1.2919,690.327218735493,358.61988439790315,4114.116636302854,2,38,36,13.0,202,15,0.07425742574257425,58
10.16.0,2028-07-08,10.15.6,24.0,19.59214359935506,335,9869,False,False,0.3731041666666666,508.36704480941165,2012.2235484151695,2966.02508864689,19,24,5,1.25,77,7,0.09090909090909091,54
10.17.0,2028-08-02,10.16.0,25.0,16.22628744490344,99,1088,True,False,0.07126,137.4584334288541,803.3344077156041,3011.5411049977533,7,26,19,3.375,121,6,0.049586776859504134,45
10.17.1,2028-09-20,10.17.0,49.0,13.495424829966122,274,2376,False,False,0.16124489795918368,689.943688631564,1734.4394874814589,2041.0124478467264,26,14,-12,0.5555555555555556,52,3,0.057692307692307696,34
10.18.0,2028-10-13,10.17.1,23.0,29.246588614483155,476,11188,False,False,0.4812173913043478,722.1259943963069,3370.1018536103707,3369.352140933036,27,35,8,1.2857142857142858,130,2,0.015384615384615385,64
10.18.1,2028-11-10,10.18.0,28.0,16.75570381597046,367,4241,False,False,0.2592321428571429,141.29019613853882,3199.2995729215854,2718.827419430514,32,19,-13,0.6060606060606061,113,10,0.08849557522123894,48
10.18.2,2028-12-16,10.18.1,36.0,19.729399657369388,340,7148,False,True,0.2692777777777778,441.35775500846785,1967.723105897382,2838.329020246501,16,31,15,1.8823529411764706,163,9,0.05521472392638037,58
10.18.3,2029-01-17,10.18.2,32.0,19.276204885937606,395,5993,True,False,0.291140625,290.2204262613525,1912.91527385685,4510.24524550507,21,48,27,2.227272727272727,264,21,0.07954545454545454,98
10.18.4,2029-02-25,10.18.3,39.0,20.045031079367558,347,759,False,True,0.18323076923076922,349.2737904777256,3879.874549421008,3186.566229098018,35,23,-12,0.6666666666666666,108,8,0.07407407407407407,68
10.18.5,2029-03-07,10.18.4,10.0,15.770120996069373,343,100,False,False,0.1765,208.56980385052566,2520.756120358711,2472.789859417572,35,32,-3,0.9166666666666666,179,5,0.027932960893854747,60
10.19.0,2029-03-22,10.18.5,15.0,15.157301659354088,267,5945,False,False,0.3316666666666666,471.5275873281923,1672.193540123477,2755.5635878173075,24,30,6,1.24,148,8,0.05405405405405406,37
10.19.1,2029-04-10,10.19.0,19.0,18.06736210069533,262,3769,False,False,0.23018421052631577,722.2663731442678,573.981882879548,2777.7721271498626,4,31,27,6.4,180,17,0.09444444444444444,57
10.19.2,2029-04-19,10.19.1,9.0,17.30710677577956,456,6598,False,False,0.5945555555555555,422.027916179262,2393.8732181647433,3365.7523068979694,31,29,-2,0.9375,111,2,0.018018018018018018,68
10.20.0,2029-05-14,10.19.2,25.0,19.13379780798631,372,10029,False,False,0.38658000000000003,144.72362372035755,2829.3237725828626,3388.4571679066103,25,36,11,1.4230769230769231,172,12,0.06976744186046512,62
10.20.1,2029-05-29,10.20.0,15.0,15.822322636141545,283,8981,False,False,0.4408666666666667,499.20088009508953,1368.3484754863562,2728.104692568221,14,32,18,2.2,162,15,0.09259259259259259,39
10.21.0,2029-07-08,10.20.1,40.0,16.38694199775651,141,2436,False,False,0.10095,314.5471763378296,2291.202755138033,2669.936382563203,23,26,3,1.125,108,4,0.037037037037037035,58
10.21.1,2029-07-25,10.21.0,17.0,21.356142758289927,183,3037,False,False,0.1808235294117647,654.9106251302566,1636.4267050849708,2340.8491414389746,20,33,13,1.619047619047619,186,16,0.08602150537634409,49
10.21.2,2029-08-15,10.21.1,21.0,19.24966697678106,317,7925,False,False,0.3471904761904762,376.88757788887034,1815.9676008009974,2942.4904107352886,25,29,4,1.1538461538461537,172,16,0.09302325581395349,47
10.21.3,2029-09-17,10.21.2,33.0,21.623427330504843,340,2186,False,False,0.20312121212121212,217.2741419018821,0.0,2337.467125981188,3,29,26,7.5,129,9,0.06976744186046512,44
10.21.4,2029-09-29,10.21.3,12.0,19.38072981745881,231,5135,False,False,0.32945833333333335,216.12971097615568,1778.2185962838646,3225.35139515128,10,33,23,3.090909090909091,137,4,0.029197080291970802,73
10.22.0,2029-10-07,10.21.4,8.0,16.957329589854528,266,6788,False,False,0.55725,597.3843592759658,2969.3693024080544,3515.4499533526027,32,38,6,1.1818181818181819,167,6,0.03592814371257485,61
10.22.1,2029-11-02,10.22.0,26.0,17.811991055418105,409,10962,False,False,0.4153076923076923,265.2878148828575,1368.5974444334418,2804.1346032064857,12,19,7,1.5384615384615385,105,1,0.009523809523809525,61
10.22.2,2029-11-29,10.22.1,27.0,21.336918859100148,394,249,False,True,0.2016111111111111,596.3740401450872,2052.5263682153163,2768.6815983906554,25,29,4,1.1538461538461537,143,12,0.08391608391608392,62
10.22.3,2029-12-31,10.22.2,32.0,16.68210131767911,155,1920,False,False,0.1075,225.8856251059556,1244.0492933080795,2065.9395383532333,12,16,4,1.3076923076923077,50,4,0.08,35
10.22.4,2030-01-30,10.22.3,30.0,17.48586986492581,253,2838,False,False,0.1738,302.3130033428642,2360.441676292773,2902.3530563496265,18,24,6,1.3157894736842106,111,7,0.06306306306306306,64
10.22.5,2030-02-26,10.22.4,27.0,10.347150740054008,114,2394,False,False,0.10133333333333334,397.2214018102016,1783.4768024638263,2418.4211509651277,21,32,11,1.5,97,4,0.041237113402061855,38
10.23.0,2030-03-16,10.22.5,18.0,15.108818301741541,197,4887,True,False,0.23425,712.5092607976775,1060.7584593179931,3366.681001315535,8,32,24,3.6666666666666665,170,2,0.011764705882352941,62
10.23.1,2030-04-12,10.23.0,27.0,28.118935019057226,364,12728,False,False,0.4177037037037037,704.9427403375242,3332.551467665128,3365.2180014275164,34,28,-6,0.8285714285714286,111,8,0.07207207207207207,57
10.24.0,2030-05-09,10.23.1,27.0,18.09621071211822,228,3431,False,False,0.17753703703703705,226.53543777870993,2928.932013532215,2886.115994580589,32,27,-5,0.8484848484848485,119,8,0.06722689075630252,60
10.25.0,2030-05-26,10.24.0,17.0,11.033812707868023,96,1442,False,False,0.09041176470588234,326.42456722042806,1395.0932360718252,2086.3879336756772,9,14,5,1.5,75,6,0.08,38
10.25.1,2030-07-08,10.25.0,43.0,19.061103185049348,274,8630,False,False,0.23734883720930233,188.60359637948974,2497.7883094177773,2835.049254308039,22,35,13,1.565217391304348,109,8,0.07339449541284404,45
10.25.2,2030-08-06,10.25.1,29.0,11.622509419892502,142,3261,False,False,0.1272241379310345,426.5901523469081,2537.4120028203806,2641.3501473750684,28,22,-6,0.7931034482758621,76,6,0.07894736842105263,43
10.25.3,2030-08-21,10.25.2,15.0,16.835534333318908,6,196,False,False,0.009533333333333333,393.98448345847993,2642.301235011176,2665.897907662572,29,29,0,1.0,121,9,0.0743801652892562,45
10.25.4,2030-09-22,10.25.3,32.0,14.372762643021304,363,8308,True,False,0.3113125,684.5017072174834,305.74410400492224,3335.368411192277,5,40,35,6.833333333333333,147,9,0.061224489795918366,71
10.25.5,2030-10-26,10.25.4,34.0,32.42636656237952,663,5588,False,False,0.4136764705882353,703.8035493421079,3006.606541032628,3227.690505655598,40,29,-11,0.7317073170731707,116,5,0.04310344827586207,73
10.25.6,2030-11-24,10.25.5,29.0,15.605894701080775,205,1367,False,True,0.1260689655172414,343.1544780648128,1430.3010370742686,2169.341048082113,11,24,13,2.0833333333333335,143,13,0.09090909090909091,35
10.25.7,2030-12-16,10.25.6,22.0,16.22820856834477,245,1099,False,False,0.1474772727272727,414.547042392533,1642.1720665587331,2478.9520430734215,13,19,6,1.4285714285714286,104,7,0.0673076923076923,55
10.25.8,2031-01-02,10.25.7,17.0,9.15457504071311,84,2236,False,False,0.10776470588235294,681.5159244364478,4637.8817522602,3128.8019672650635,54,43,-11,0.8,243,11,0.04526748971193416,60
10.25.9,2031-01-26,10.25.8,24.0,18.442342177068877,433,13807,True,False,0.5041458333333333,622.4271531117406,2301.873380721012,4377.668425179159,20,48,28,2.3333333333333335,278,4,0.014388489208633094,89
10.25.10,2031-02-23,10.25.9,28.0,13.741981466545818,336,12934,False,False,0.3989642857142857,92.41316548746852,1613.6775245528245,3499.235588683728,16,34,18,2.0588235294117645,136,4,0.029411764705882353,74
10.25.11,2031-03-20,10.25.10,25.0,20.32746419878039,321,9126,False,False,0.34302,301.2393123611644,0.0,2666.165505809551,2,22,20,7.666666666666667,85,5,0.058823529411764705,41
10.25.12,2031-04-28,10.25.11,39.0,17.89266152961155,360,11386,False,False,0.325974358974359,368.3709996778431,3389.7641339463557,3331.0549751785343,27,32,5,1.1785714285714286,118,4,0.03389830508474576,57
10.25.13,2031-05-29,10.25.12,31.0,19.94362175812053,317,4501,False,False,0.23109677419354838,241.61274723093294,654.7903291913974,2312.2478819540233,5,21,16,3.6666666666666665,115,3,0.02608695652173913,49
10.26.0,2031-06-14,10.25.13,16.0,12.079190591276731,100,844,False,False,0.076375,221.71726649131958,996.5610965004965,2844.6705553356674,11,38,27,3.25,191,10,0.05235602094240838,61
10.26.1,2031-06-28,10.26.0,14.0,18.38538383691587,238,6783,False,False,0.36125,114.93777435314858,1668.6477009121509,3194.535571046948,19,25,6,1.3,92,2,0.021739130434782608,54
10.26.2,2031-07-27,10.26.1,29.0,11.960929770405782,187,4521,False,False,0.17144827586206896,514.624018546042,3416.4117917002927,3200.585458401302,41,32,-9,0.7857142857142857,132,10,0.07575757575757576,82
10.27.0,2031-08-18,10.26.2,22.0,33.12904078763157,422,8893,False,False,0.41311363636363635,263.2567917188893,2773.2399866657593,3223.257170668383,40,32,-8,0.8048780487804879,144,7,0.04861111111111111,51
10.27.1,2031-09-19,10.27.0,32.0,17.545614223000616,244,5825,False,False,0.213015625,124.54913776466664,1842.16249015974,2946.8647766679,24,28,4,1.16,128,7,0.0546875,68
10.27.2,2031-10-18,10.27.1,29.0,12.867677002630131,187,4344,False,False,0.16839655172413795,242.446344948522,2308.292063638821,2352.451975598049,18,22,4,1.2105263157894737,124,2,0.016129032258064516,55
10.27.3,2031-11-11,10.27.2,24.0,18.064016901576135,264,8669,False,False,0.3126041666666666,619.2632088718435,1399.6143071288943,2588.1890702874234,13,25,12,1.8571428571428572,103,4,0.038834951456310676,64
10.27.4,2031-11-27,10.27.3,16.0,10.863898776074652,166,5470,False,False,0.2539375,651.9828598867208,2139.6536895653508,3109.1075588091876,14,35,21,2.4,200,9,0.045,59
10.27.5,2031-12-06,10.27.4,9.0,27.62942157510888,268,6819,False,False,0.5128333333333333,408.82372182757973,2073.3367447781366,3039.4468116165795,24,33,9,1.36,142,11,0.07746478873239436,69
10.27.6,2032-01-02,10.27.5,27.0,16.921101292453365,193,5492,False,False,0.1982037037037037,364.6066424697329,2968.769895681353,2815.050374446956,27,30,3,1.1071428571428572,157,12,0.07643312101910828,47
10.27.7,2032-01-14,10.27.6,12.0,16.929548988912337,145,3645,False,True,0.224375,735.3834377111759,2967.1781224389497,2882.050508534246,32,13,-19,0.42424242424242425,75,2,0.02666666666666667,61
10.27.8,2032-01-30,10.27.7,16.0,17.954288105820538,357,5494,False,False,0.3501875,222.37267532812615,2493.977382205645,2459.043713240742,31,26,-5,0.84375,148,9,0.060810810810810814,47
10.27.9,2032-02-25,10.27.8,26.0,17.929534171908028,80,2205,False,False,0.08240384615384616,232.1371266840416,1637.6524424538977,2657.0348908286564,23,18,-5,0.7916666666666666,57,1,0.017543859649122806,53
10.27.10,2032-03-21,10.27.9,25.0,30.336143892162134,630,3815,False,False,0.39130000000000004,282.6323368440238,2741.8222943901264,3236.4852836509,24,35,11,1.44,126,12,0.09523809523809523,64
10.27.11,2032-04-03,10.27.10,13.0,19.670378647169798,431,13162,False,False,0.7217307692307693,204.01983006551762,1908.0315337969535,3360.755877716656,13,40,27,2.9285714285714284,177,16,0.0903954802259887,64
10.27.12,2032-05-08,10.27.11,35.0,19.412769963961725,262,2110,False,False,0.16114285714285714,340.3812948147631,918.085631286867,2544.0355551145935,8,20,12,2.3333333333333335,85,5,0.058823529411764705,50
10.27.13,2032-06-12,10.27.12,35.0,10.815836085383781,21,480,False,True,0.01735714285714286,691.1505898132375,1596.7122080890613,2261.3018298845996,30,21,-9,0.7096774193548387,103,7,0.06796116504854369,58
10.27.14,2032-07-12,10.27.13,30.0,9.32577420476778,123,1420,False,False,0.08516666666666667,496.12957481485904,2084.5269837843243,2702.6953035180877,27,24,-3,0.8928571428571429,140,11,0.07857142857142857,58
10.27.15,2032-08-11,10.27.14,30.0,18.484232427310783,271,6920,False,True,0.2508333333333333,361.884722084094,2910.2157836647452,3062.0716812128176,40,36,-4,0.9024390243902439,120,8,0.06666666666666667,55
10.27.16,2032-09-10,10.27.15,30.0,13.52520820691527,135,2654,False,True,0.11173333333333334,706.7111244170018,1816.471827842847,2384.733061207231,20,24,4,1.1904761904761905,104,7,0.0673076923076923,54
10.27.17,2032-11-12,10.27.16,63.0,14.48519339605021,180,729,False,True,0.0957857142857143,121.98639343404274,790.801288760394,2626.1756632714164,14,34,20,2.3333333333333335,121,11,0.09090909090909091,47
10.27.18,2032-12-16,10.27.17,34.0,8.467236391900865,192,4648,True,False,0.16435294117647062,228.7822774152285,2056.7416832968192,3455.3832517211354,26,36,10,1.3703703703703705,204,12,0.058823529411764705,71
10.27.19,2033-01-16,10.27.18,31.0,11.893646739125739,218,3100,False,False,0.159,463.48647936716094,2113.4560400565524,3140.982802588424,13,32,19,2.357142857142857,188,12,0.06382978723404255,51
10.27.20,2033-02-02,10.27.19,17.0,8.50514605811696,88,2535,False,False,0.11855882352941177,496.26473130749827,2185.837628902753,3129.390613900973,23,31,8,1.3333333333333333,137,11,0.08029197080291971,70
10.28.0,2033-02-24,10.27.20,22.0,31.78167988352807,223,4463,False,False,0.2129318181818182,116.10795433132468,2919.8715159544304,2454.071990249185,30,28,-2,0.9354838709677419,92,6,0.06521739130434782,46
10.28.1,2033-04-13,10.28.0,48.0,11.650950248277956,156,3737,False,False,0.11692708333333335,356.0055802187072,3018.9232400898986,2878.5054121115895,27,20,-7,0.75,107,8,0.07476635514018691,55
