iter	Logloss
175	0.07985406897
176	0.07929719253
177	0.07848679478
178	0.0779714541
179	0.07745832205
180	0.07695030299
181	0.07628460472
182	0.07580307722
183	0.07529390942
184	0.07474824299
185	0.07417859598
186	0.07355371497
187	0.0730180762
188	0.07254512635
189	0.07190258936
190	0.07138010047
191	0.07102618001
192	0.07061737667
193	0.07014021873
194	0.06982320981
195	0.06929615303
196	0.06878329732
197	0.06797431057
198	0.06758020141
199	0.06713071195
200	0.06676480878
201	0.06637451107
202	0.06609535976
203	0.06557203315
204	0.06502718817
205	0.06462033012
206	0.06418723735
207	0.06384254369
208	0.0635884014
209	0.06316259016
210	0.0627777338
211	0.06242201653
212	0.06200923378
213	0.06157908656
214	0.06123685512
215	0.06092219786
216	0.06058633653
217	0.0602794398
218	0.05971919298
219	0.05940179283
220	0.05910717032
221	0.05872266184
222	0.05828270587
223	0.05806028735
224	0.05766853528
225	0.05732112473
226	0.05700580532
227	0.05675368092
228	0.05639535514
229	0.05614763498
230	0.05582607118
231	0.05558070378
232	0.05524790179
233	0.05484147289
234	0.05451176492
235	0.05422550331
236	0.05397923535
237	0.05367112918
238	0.05333661816
239	0.05301766396
240	0.05270241716
241	0.0523128542
242	0.05183651014
243	0.05157219605
244	0.05116408413
245	0.0509028684
246	0.05064822869
247	0.05035369938
248	0.04994171208
249	0.04967078729
250	0.0493955027
251	0.04912894422
252	0.04872873209
253	0.0484442039
254	0.04813615842
255	0.04789186608
256	0.04754396623
257	0.04712696021
258	0.04688978195
259	0.04663538824
260	0.04642408599
261	0.04619506814
262	0.04596874606
263	0.04567721432
264	0.04537699548
265	0.04507319331
266	0.04493423484
267	0.04473822225
268	0.04451789422
269	0.0443059775
270	0.04404657754
271	0.04384064024
272	0.04360362996
273	0.04338711067
274	0.04310574152
275	0.04290917624
276	0.04269249873
277	0.04247675701
278	0.04226769968
279	0.04195601344
280	0.04176653244
281	0.04155681621
282	0.04136236364
283	0.04114797657
284	0.04092131311
285	0.04075141007
286	0.04054788026
287	0.04043160298
288	0.04021067511
289	0.03998445598
290	0.03977632523
291	0.03960744522
292	0.03930270997
293	0.03911155679
294	0.03895026337
295	0.03883264282
296	0.03861928636
297	0.0384567613
298	0.03828946189
299	0.03804012374
300	0.03786473491
301	0.03773904551
302	0.03753041192
303	0.0373160579
304	0.03714704514
305	0.03694862181
306	0.03682165254
307	0.03666437106
308	0.03651717197
309	0.03634393703
310	0.03619313728
311	0.03602710204
312	0.03578499176
313	0.03556961471
314	0.03540244861
315	0.03527768146
316	0.03510227691
317	0.0349032337
318	0.034788116
319	0.03464654467
320	0.03450326594
321	0.03431199626
322	0.03412560387
323	0.03397889462
324	0.03385190368
325	0.03373255946
326	0.03356828364
327	0.03344381939
328	0.03327111493
329	0.03311492205
330	0.03297120766
331	0.03283654776
332	0.03267558976
333	0.03252219178
334	0.03239153028
335	0.03215729486
336	0.03203750036
337	0.03187075311
338	0.03175905564
339	0.03159312497
340	0.0314493033
341	0.03133775375
342	0.03123522401
343	0.03111754981
344	0.03096473542
345	0.03091140606
346	0.03070262941
347	0.03057021824
348	0.03047713962
349	0.03035826737
350	0.03022423441
351	0.03012440096
352	0.03000494784
353	0.02990197539
354	0.02973368926
355	0.02960489176
356	0.02950769175
357	0.02942153757
358	0.02931293845
359	0.02920671105
360	0.02907970873
361	0.02896150459
362	0.02884758602
363	0.02875348438
364	0.02866378643
365	0.02856732986
366	0.0284520431
367	0.02834000425
368	0.02825183435
369	0.02813553106
370	0.02802702026
371	0.02793812372
372	0.02784653414
373	0.02770598748
374	0.02762068347
375	0.02753439437
376	0.0274151672
377	0.02730727087
378	0.02721608769
379	0.02712393457
380	0.02695473703
381	0.02688005838
382	0.02677529021
383	0.02668614062
384	0.02660275427
385	0.02651746327
386	0.02635878216
387	0.02628077756
388	0.02620136304
389	0.02607129162
390	0.02579809969
391	0.02573127367
392	0.0256546817
393	0.02556390437
394	0.02549512224
395	0.02540965947
396	0.02534362592
397	0.02526995621
398	0.02516865676
399	0.02507582117
400	0.02500407913
401	0.02490672686
402	0.02482992031
403	0.0247509046
404	0.02467772283
405	0.02459688729
406	0.02450775152
407	0.02442884608
408	0.02434533238
409	0.02426260005
410	0.02417954423
411	0.02410088507
412	0.02400952496
413	0.02394117469
414	0.02385817197
415	0.0237508576
416	0.02369364771
417	0.0236487012
418	0.02354620858
419	0.02345005572
420	0.02339326902
421	0.02331210835
422	0.02322623269
423	0.02316118018
424	0.02309213931
425	0.02300341942
426	0.02286316048
427	0.02280346968
428	0.02274444699
429	0.02265152714
430	0.02258294035
431	0.0225124966
432	0.02245884863
433	0.0223757183
434	0.02231229489
435	0.0222056695
436	0.02212999328
437	0.0220725493
438	0.0220162137
439	0.0219559683
440	0.02187647169
441	0.02180979279
442	0.02176155096
443	0.02170565751
444	0.02164593176
445	0.02159883163
446	0.02153769704
447	0.02148486186
448	0.02143121335
449	0.02138190405
450	0.02132455652
451	0.02127435668
452	0.0212244554
453	0.02115844244
454	0.02110390717
455	0.02105435025
456	0.02100316286
457	0.02095020034
458	0.02088567181
459	0.02082731046
460	0.02074625113
461	0.02068279846
462	0.02063231956
463	0.02059092413
464	0.02053050751
465	0.0204625723
466	0.02039317976
467	0.02032772628
468	0.02028942162
469	0.02024111043
470	0.02018557489
471	0.02008085495
472	0.02002962963
473	0.01996666437
474	0.0199190194
475	0.01986252313
476	0.01981827752
477	0.01977414787
478	0.01972404935
479	0.01968101859
480	0.01962581277
481	0.01959021715
482	0.01954062419
483	0.01949667605
484	0.01944464906
485	0.0194041198
486	0.01934888607
487	0.01928084276
488	0.01923548498
489	0.01918715672
490	0.01912009066
491	0.01906905662
492	0.01901734471
493	0.01896920773
494	0.01893272427
495	0.0188698075
496	0.0187903052
497	0.01873500049
498	0.01866056133
499	0.0186049502
